hour,day_of_week,station_id,rainfall,temperature,rush_hour,crowd_level
0,2,34,21.073022967738602,26.027951572648206,0,0
6,4,49,14.919963446578988,30.632345180584508,1,1
7,2,24,2.690730499037036,30.813042311743402,0,0
21,2,38,35.00631225527355,32.588530272517104,1,2
12,3,25,1.0843597781905079,21.378509027534186,1,1
5,1,42,19.99328716443734,30.241491216346837,0,0
12,1,22,3.184425907035532,34.22716510846239,0,0
10,5,27,8.25513092248693,36.4619926645707,1,1
19,0,16,31.876744688396453,36.98724328007562,1,2
8,2,17,35.44018765363066,34.17762150044844,1,2
7,6,46,40.390747656422334,25.63275101748747,0,0
16,0,17,33.74115144489232,38.60355937227132,1,2
23,1,34,2.882268796177673,20.44821960788167,0,0
22,4,24,10.160037639729541,32.24678026965667,1,2
17,6,21,30.273295774447085,29.36258601550941,1,2
4,4,17,43.21037051942071,29.95639609136036,0,0
11,1,41,47.70726887367354,22.814437863551152,0,0
16,2,23,14.122863140615049,33.586244439842346,0,0
15,0,23,6.329793446428683,25.25411299111759,0,0
9,6,19,43.77683938111007,24.548504635682363,0,0
1,3,25,32.356514336456534,21.5917324140398,1,1
8,0,10,37.226529920501136,27.98026963952499,1,2
21,2,21,31.663171496368527,39.337632989265074,0,0
1,4,49,1.777348668876999,33.61067921745376,1,1
16,6,38,4.155899562171933,39.07517599559536,0,0
7,3,34,40.68678729400292,27.302081075217874,0,0
6,2,17,40.46924190120761,22.521707359209064,1,2
0,3,22,8.467501006779893,33.087230657913715,0,0
2,4,22,0.507424113622823,33.713102714417104,1,1
5,2,12,22.01347608556882,35.04242260368091,0,0
2,4,20,37.85831640864015,31.84691217232368,0,0
21,6,28,41.32394881187272,37.356300437286976,0,0
17,6,19,13.03551806204138,20.99195463147722,0,0
3,0,46,21.570505007686887,35.823804122707294,0,0
2,2,5,17.60316962611233,35.56402615947709,0,0
18,2,19,21.00504997582907,27.428172564940713,1,2
0,4,2,9.391765420856723,23.864957313430494,0,0
21,4,9,16.56840817008443,31.701329859676893,0,0
9,5,37,36.12807822887754,38.79493448063182,1,2
23,2,17,4.610181958486481,33.7513674746462,0,0
20,5,45,5.306945629504833,38.55333040649073,0,0
12,4,47,48.52929050429321,21.419205028044473,1,2
6,1,39,16.30581303197063,27.76774907055089,0,0
10,5,44,47.658575004787586,20.97297697825261,0,0
11,2,8,27.843806990377402,33.30940478762333,1,2
9,6,7,25.756569498531423,34.97984479199738,0,0
13,4,9,17.465982509659582,34.41446727226495,0,0
18,3,2,33.10757061669219,23.99215650234962,0,0
4,5,18,17.756431753589297,25.359474418810727,1,1
7,5,28,30.688018873911595,22.264143513674952,0,0
7,4,10,4.36080185810731,27.613816130348383,1,1
18,6,38,27.909867645262555,36.70103424665185,0,0
19,5,16,15.077209134429475,35.21621125731331,0,0
22,4,29,35.145699473560846,30.841526429401732,1,2
20,2,43,36.64560292924606,20.842279173454962,0,0
3,4,41,10.028573099514704,33.54139316308137,0,0
16,0,40,2.7694899809826925,22.270823443980092,0,0
7,2,30,16.103221824100988,30.472368662010435,0,0
1,2,22,21.07925665532858,33.25989760423241,0,0
15,4,48,41.522125696141536,39.65600136248883,0,0
11,5,8,8.966100174396274,31.725526486036095,0,0
11,3,47,26.826573465046476,33.85282943812855,0,0
15,0,42,20.68488085601386,26.168063514617494,0,0
8,5,8,16.237008996728697,25.324946421338606,1,1
2,1,38,2.180392172497103,29.56941474160316,0,0
18,5,29,46.583460844144106,21.690176547001762,1,2
10,1,40,8.777438929891519,27.551978798255213,0,0
7,1,42,43.781428393841814,23.496632034795194,1,2
18,2,18,18.300856325914065,21.177605564602665,0,0
23,2,29,34.966609536810054,34.79812874211055,1,2
13,6,15,4.288974743295632,28.057495440614986,1,1
12,6,22,23.542726962037854,24.406142694979145,0,0
22,2,13,38.182486265428075,39.05961561239377,1,2
12,5,22,0.5142279905374358,25.92781780984813,1,1
17,0,18,30.872331994381376,34.544823345793404,1,2
10,0,19,31.171609080192162,28.366233387728244,0,0
21,2,11,48.85048093148438,32.6308382905912,1,2
4,3,29,5.781607106828207,24.344522031387328,0,0
19,6,42,12.369139528697032,27.232503744148623,0,0
1,0,20,24.489656365709457,20.664075189136447,0,0
17,2,20,31.98308621146487,38.475764690955934,0,0
9,1,7,42.798177548375286,33.14423257046201,1,2
6,6,22,2.9181594643210684,29.2035403524063,1,1
19,0,23,25.948646075802678,22.87796891230758,1,2
3,2,26,45.22588395634424,20.445474074748482,0,0
10,6,42,43.37857571106654,23.822531866484546,0,0
18,3,11,36.118008224962594,36.78973905339605,1,2
8,4,6,33.65900375473245,32.01545518820424,0,0
23,6,20,11.098193349512348,29.25440037148845,1,2
22,1,9,32.50581954766502,22.495201224595867,1,2
8,2,36,49.68890513456888,22.965568915405463,1,2
8,4,2,17.10951261334892,33.15662447519432,0,0
22,5,31,18.44001160019068,27.428847259769274,1,2
2,5,5,8.359694384383292,29.167737259126817,0,0
0,3,14,23.542051828629173,30.62105849409172,0,0
9,0,21,46.4476862453438,31.23811417420991,1,2
22,4,35,43.50733394868213,27.995451658068248,0,0
13,3,11,10.636020917961448,33.51502247334852,1,1
21,6,2,17.727949460373765,35.49452372030895,0,0
22,2,6,30.59813855832943,37.31634385471264,0,0
7,3,43,23.882880161399374,25.398348369414595,0,0
15,1,30,48.60552230243435,23.349062116724852,0,0
0,2,31,17.074713169004102,26.80923309107761,0,0
8,0,15,4.296771017133199,36.66494397235408,1,1
17,0,14,13.824850578702359,39.46475266730875,0,0
18,1,34,39.62328072899394,32.04295987144226,1,2
0,3,45,25.118362571536203,20.05655106440259,1,1
2,0,44,23.441251105654203,23.72667001441265,0,0
13,3,45,27.51862169456998,36.33612246126249,1,2
8,1,15,34.8341036216859,23.329837236995584,0,0
22,6,43,19.35495236252971,23.197482758121765,0,0
2,0,48,6.122193071197213,36.49727592191857,0,0
7,4,26,49.46127263559434,35.08377813386412,0,0
9,6,30,0.49756753271159027,33.16805110134962,0,0
23,3,36,6.033015053720248,22.407919369047402,0,0
3,4,21,46.1150976955011,28.930420453546972,0,0
0,2,40,32.54149805303084,20.139885387452196,0,0
10,2,3,26.877736315801233,30.612797268752423,0,0
14,5,41,7.132176454255667,35.24175641874036,0,0
1,2,31,24.746851323149226,36.05545703806876,1,1
23,0,13,20.122354608602517,34.53523437383494,0,0
10,3,22,17.484817459012625,21.287853141423565,1,1
20,2,9,15.257714884270051,25.74856794822665,1,2
12,6,29,2.9750079271580687,20.326532060842425,1,1
22,4,3,14.75596268721432,22.635451000014363,0,0
12,5,7,24.252836458579807,26.62568508466451,0,0
23,3,37,45.487946082319866,32.41290386885818,0,0
1,1,7,26.32935837531524,30.31882434693437,0,0
9,2,47,17.610622280439642,34.91489265875737,1,1
4,2,17,11.051881587208795,37.514127145413944,1,1
4,0,45,33.6030468376123,22.721411384282927,1,1
21,2,18,29.549599332482646,35.194020832888384,0,0
23,6,15,22.52615377751358,30.98190274536068,0,0
10,3,38,16.280201583059963,30.35767318273716,1,1
7,6,24,43.73018235227829,30.043490243326033,0,0
1,3,15,23.97789315121705,32.575673746286775,0,0
4,1,29,14.295844682495352,37.113371492700864,0,0
17,6,30,26.915424681681316,26.48330491555873,0,0
14,3,47,22.743580181493407,37.46229567401143,0,0
4,3,3,39.35811679399765,27.867307208428137,0,0
9,5,44,20.855773684523417,24.696811961211786,0,0
13,6,23,13.552821400419779,35.307655053364364,1,2
14,0,32,34.36130001374327,30.603577553023342,1,2
6,5,34,25.50854246049666,24.008016412161137,0,0
8,3,11,39.865469471028845,30.685245418950966,1,2
22,4,14,26.83032673046813,20.071260796726566,1,2
14,5,49,8.032582318385973,27.421383260558073,1,2
9,6,35,13.80270860647504,28.870801258610715,0,0
21,4,17,47.07101496749851,27.70806873359462,0,0
2,1,43,10.405268415879593,29.299129117152276,0,0
8,3,46,45.52056198834262,20.106771886080825,1,2
5,1,3,21.560048649249847,27.610944234999973,1,1
18,4,32,34.05010309831021,30.33442934084869,0,0
13,0,29,48.81463439911168,31.611082059992935,1,2
5,0,15,27.969649963536174,25.74864470132006,0,0
14,5,31,25.033467736589927,29.82905447633704,0,0
1,0,3,37.24032492502944,23.49589695821962,1,1
15,1,33,12.335353681814059,31.78967711759028,1,2
0,0,12,36.64296173865756,22.775689263290378,0,0
3,2,48,20.367745749885547,26.194476743186982,1,1
21,0,14,29.230638731299983,22.132768197075634,1,2
1,1,28,26.133075105977444,36.562368881683405,1,1
17,0,22,48.923814750724056,27.01570465877834,0,0
5,1,28,1.3349766004380759,24.370370531197555,1,1
22,6,18,4.889370256079179,27.959214959493124,1,2
23,4,26,31.750926517202473,30.34152236637099,1,2
18,2,14,40.715541281362974,23.583522019492314,0,0
4,2,37,3.6000168654881923,29.61244768507565,0,0
19,0,18,37.55668974115054,38.002009919532355,0,0
11,0,43,46.32387279588142,32.717734956687266,1,2
5,5,10,19.919613543504948,38.77470424367567,1,1
21,3,44,26.60468984336274,23.137292901926777,0,0
15,0,6,43.11659514530889,23.718221311306113,0,0
21,0,29,34.65648420305503,33.16683864630774,0,0
8,4,26,39.114011599563845,24.944058054546666,0,0
5,5,27,44.67741501074157,28.060938202003708,0,0
10,6,38,22.79408860325123,27.57520932528638,0,0
16,3,11,3.6523404353890285,25.58811925729802,0,0
21,1,24,32.170237175807124,34.6782053119593,0,0
0,4,37,42.93171913447881,36.090397052462926,0,0
15,1,25,10.769476330186395,28.308441500655363,0,0
15,1,1,40.716908929459166,30.87554413068427,0,0
1,3,2,42.67571219152985,36.255187369914424,1,1
23,0,9,25.213628322365068,24.687417597843613,1,2
23,3,29,20.59174751830507,33.69230199917009,1,2
20,1,47,37.4169943356847,31.156441976730008,1,2
15,5,14,7.5267418221126094,37.68407801709585,0,0
18,0,22,26.541126444229395,25.267911249856883,0,0
1,6,27,3.6873705540316326,30.014102286575934,0,0
15,6,8,33.86729707048852,36.43669409257825,0,0
17,4,45,47.84779250801243,33.36371306098363,1,2
4,0,38,7.263360539222502,32.862738754487175,0,0
10,1,34,17.84051444960048,39.01243228559683,0,0
10,3,46,29.576411033423934,37.42676853489698,1,2
5,5,25,23.196201561882717,25.315956404432377,0,0
20,6,33,34.075353712208155,31.93434778728868,1,2
15,4,11,25.72014654083732,35.96942686747412,0,0
13,6,31,3.6747780370535166,27.083694590552653,0,0
4,4,17,40.19859291049672,20.811380712689076,1,2
6,1,24,11.2527179212906,27.04169911807493,1,1
6,4,15,24.350181445731874,37.786338131712206,0,0
0,1,9,37.686735999011894,31.532787409822127,0,0
21,6,43,19.406348508504628,28.961444574594243,0,0
19,6,44,46.18499112035531,26.03001133803674,1,2
9,5,10,31.768994689021017,35.768541250681686,0,0
21,1,24,44.2215985158598,26.518617369289693,0,0
11,4,12,37.23951485648132,22.18214192563369,1,2
22,1,2,1.4800301231713497,26.613998879272344,1,2
5,1,18,49.053719361808824,39.62104357455706,1,2
1,2,16,28.894370904990996,20.61726020007667,0,0
22,6,11,27.99006900692144,23.629448202222836,0,0
14,2,15,11.653352869828149,37.1264937017629,1,2
20,6,45,35.168304715580696,21.535983638427297,0,0
16,2,35,41.313742510414315,36.11436294739084,0,0
12,5,17,8.28465419080191,25.935432327994647,1,1
1,3,33,8.220968474138962,35.759379672076626,1,1
14,5,19,31.778267338760884,26.99883478180642,1,2
7,1,14,19.768899839080717,21.381699550849227,1,1
21,0,1,35.607900083999745,32.9229938187688,1,2
20,6,32,38.04833463438106,25.28000002030094,0,0
4,4,39,40.875491585011744,23.62749280937418,0,0
11,0,28,16.068526474900107,30.699047414611247,1,1
2,1,36,42.454458080703,36.56046368652406,1,1
17,6,6,28.550259494992464,23.65322070184645,1,2
5,1,6,36.13336261771997,34.494681532030114,1,2
5,5,48,3.129430702456293,25.63361723340676,0,0
5,5,41,19.33822800189338,23.107422782494954,0,0
1,2,34,31.249615389926237,32.34611318358306,0,0
16,0,35,38.69073379301596,30.166909651056066,1,2
10,3,15,49.58609646266739,36.842407851160786,0,0
11,2,26,22.5005214816096,23.206561319648277,0,0
20,1,22,0.9205343883480155,28.907264396503145,1,2
7,6,2,9.499104568192474,31.87941044823826,0,0
3,2,45,19.056794047202548,31.603875443624627,1,1
13,5,26,7.771781873721589,33.590334985041956,1,1
16,1,21,35.01782156008949,30.825547090153513,0,0
21,3,5,0.995571676500584,29.88751918547917,1,2
23,1,21,29.769997771889734,25.298172808160867,1,2
11,5,5,20.054583045465584,25.54898883158232,1,2
3,2,30,45.68648444700998,21.961428493696364,0,0
19,0,46,0.11492219232550616,39.92946527502042,0,0
10,1,30,40.00827908962577,30.818624809575116,0,0
12,3,7,14.071138616029867,22.212438955023366,0,0
10,4,49,6.518521160293017,32.006894221722774,0,0
23,0,29,21.631516054015563,38.25711796548253,0,0
14,5,37,31.24203749228539,30.69838697402013,1,2
9,5,40,13.253080540714263,22.067468755088097,1,1
23,0,10,13.199028515440075,39.737198014538464,1,2
4,5,35,34.438508729457055,33.52780128769426,0,0
13,0,2,14.816658363190449,27.467891908832485,1,2
10,2,19,16.81669388016447,22.159609878434452,0,0
11,6,46,47.11507078278613,37.17219578332031,1,2
13,0,47,35.16925134253906,36.84251797120167,0,0
16,2,34,2.41081260072043,25.87371337275151,1,2
5,4,26,6.195135380073613,32.6724699871078,1,1
4,1,3,34.46330891289523,37.551951392184876,1,1
14,2,16,14.948104731894707,32.565191046102036,0,0
1,2,44,3.0511217074753905,29.8917829972788,0,0
8,3,17,16.360531112837613,24.351159936182803,0,0
13,3,35,43.771296826628245,25.30312971963125,0,0
1,3,5,48.24158421420912,30.63637992037883,0,0
18,0,17,27.525571741700418,29.66550101665807,0,0
19,0,35,4.765885755048316,28.697958610247078,0,0
20,5,43,48.10229275343862,30.0939970295329,1,2
17,1,32,41.453281838244806,35.44282823527179,0,0
1,3,40,9.688458292511253,30.659694044713103,0,0
4,0,19,0.8298927490887398,37.02207423157365,0,0
19,1,6,24.95514678040063,23.18798955115701,0,0
13,5,18,21.808953125387266,35.02307156477808,1,2
5,2,13,38.047501227662245,22.793315343981856,1,2
8,6,37,41.23702478185638,31.92011202933943,0,0
17,5,28,46.906246030655865,22.050412251091387,1,2
5,4,11,40.18991149044729,26.570691232753813,0,0
3,6,30,42.754147569652254,36.347334340946794,0,0
6,6,48,26.77268318034285,24.5469074650347,1,1
18,3,41,38.637006799759185,27.089034250587,1,2
5,6,18,46.48786631176857,29.788996991706043,1,2
15,3,26,25.15693660231706,23.15613715806866,0,0
21,6,49,23.531705889514104,33.28697550337437,0,0
18,6,20,30.655083350996172,33.37167468216412,1,2
2,2,27,19.986669409139495,38.330494703287016,1,1
22,6,34,44.18188437292683,38.35146051446023,0,0
19,1,44,30.775784092705145,37.05073585015491,1,2
12,4,4,45.65728231187015,27.863818581953417,1,2
3,4,37,39.942556227854794,35.97271599116175,1,1
11,1,35,11.095995672892334,22.01529512728959,0,0
18,0,39,14.158640952169815,31.279730371650945,0,0
6,5,11,43.367287964278646,34.42430798040227,1,2
23,4,14,11.970777245295638,25.531031726300014,1,2
15,2,31,47.70778987873812,24.374590439805672,0,0
13,5,32,14.85791621379281,28.111466759274123,1,2
19,1,16,25.63233653291026,25.34949999505751,1,2
4,4,8,34.824110315581976,21.673693387215792,0,0
0,6,32,25.271148756637686,21.464096837620804,1,1
2,3,12,36.97305278389674,21.397526926023907,0,0
7,6,35,2.3297161634738606,32.50005591298219,1,1
1,1,24,8.028960122593704,21.766300345652553,1,1
14,2,41,48.376483194297705,21.95149154363063,1,2
20,0,33,37.91484867046583,38.448591025036734,1,2
5,3,22,11.473741084177208,23.875111681849013,0,0
9,5,49,41.86895680459429,27.155417313332453,0,0
6,6,48,29.452968523852014,22.52577088494213,0,0
14,6,46,12.919493227928486,20.207438186968815,0,0
19,5,15,3.4458298932241505,38.57527161131071,0,0
14,2,8,15.305515847130513,35.86468666521802,1,2
23,3,21,3.3092727275358613,29.68515673640014,1,2
21,3,9,36.003536620684855,29.760128619445975,1,2
11,2,5,17.791968126253376,22.62365813531503,1,2
15,3,49,49.096195971255604,29.154429809786848,1,2
17,4,20,48.989987966888435,39.71055593518022,0,0
4,2,23,2.191256958184107,38.343898557215766,0,0
16,2,40,37.90071950926909,20.039872738073377,1,2
20,2,20,7.2252989446763,34.00526890167755,1,2
6,6,31,16.685342593269542,30.15563069871609,0,0
12,5,5,0.3072359465991825,22.30457273599025,1,1
10,0,34,20.06112131126908,38.823435370558926,0,0
8,1,35,3.240885871334598,28.432934136203972,1,1
4,2,32,33.29965895594212,22.201779827040596,0,0
11,6,39,48.44662479949996,20.035501554797147,1,2
14,6,22,35.179693141436516,27.226712662895068,0,0
22,5,43,49.15025268503023,29.03003702472259,0,0
23,4,39,25.291625846706157,21.356451100282957,0,0
10,6,27,17.839064439181406,28.029907745174356,1,1
19,6,16,33.23257774588005,21.219193554544788,0,0
12,2,29,19.291202081730823,34.5661605683245,1,2
4,1,11,33.28274481639218,36.08095819057066,0,0
9,4,26,4.275880532795917,22.55764200077603,1,1
10,0,41,1.9988806451612162,29.485284746501566,0,0
15,2,6,49.84216855382337,39.2724799444793,0,0
21,3,22,11.500431748061752,24.287978644258438,0,0
16,1,27,6.121537954120132,30.915084833822743,0,0
14,1,47,5.97210899062231,29.133385351372183,1,1
17,0,12,45.46492265491248,29.617854191188677,1,2
0,5,12,28.789000666119534,30.35922148290154,1,1
23,5,48,44.348129923288084,33.89055098265973,0,0
10,5,5,29.317840119908745,32.47983337570831,0,0
7,2,36,36.770433821192704,30.20743151652885,1,2
5,1,18,32.70010061113475,24.65947399127365,0,0
1,6,15,29.96117270049648,32.789861563407186,0,0
1,1,46,0.21838578818474397,22.24327416139595,0,0
6,5,5,43.42696564340995,37.15121207722808,0,0
15,3,25,40.41341827404442,37.32748070652096,0,0
16,1,42,20.27413229334733,37.03709148739544,0,0
12,0,33,2.128184901352559,22.125792364355895,1,1
19,6,26,35.85968444869172,24.33094364465387,1,2
5,2,6,1.858595826743925,35.91118020252364,0,0
4,1,45,35.7218482885878,38.83145318433135,1,1
0,2,37,41.15175635352074,27.72172511055689,1,1
6,4,28,15.712819625781204,35.023058905872034,0,0
9,3,3,1.9286699677400931,28.76573215947819,0,0
5,1,47,11.486458558960933,39.8618742171894,0,0
6,2,44,10.865765532067762,35.485946341883036,1,1
21,3,36,19.00571402723986,29.734039115552353,1,2
22,3,29,42.060710986973035,23.5140318698828,1,2
7,3,36,44.68761332409135,29.161981358056224,1,2
3,0,3,14.201354982900828,23.343950682421674,0,0
12,3,3,3.1523547219579395,33.218485413248665,1,1
22,2,46,10.643185487624491,25.74374964537334,1,2
7,4,6,30.201149619208046,28.558159864727717,1,2
10,5,47,44.63925980212224,35.373586433254616,0,0
3,5,37,34.41744148663003,29.20633758142337,1,1
23,0,27,1.6670861254757974,26.531089636276086,1,2
5,1,27,10.521041813555348,31.183374005169043,1,1
9,3,45,18.099359328034097,38.75572272282822,1,1
15,4,19,32.32237216016072,32.75829585419014,1,2
22,1,9,32.4671617621938,37.0123309019375,0,0
6,6,13,34.92546779939091,23.37360095793163,0,0
8,3,41,44.144468558296616,33.6493613409516,1,2
0,0,36,34.616996573367636,37.090711254281715,0,0
2,0,39,28.50700312079975,27.586882595652796,1,1
23,4,20,32.94014531374043,30.864344926964247,0,0
3,6,20,5.397878967438219,34.76581482186605,0,0
2,6,39,11.141686992596561,39.54628741287826,1,1
9,5,16,16.47534568765578,38.70873985822534,0,0
21,3,34,29.393458199453566,30.633794634737054,1,2
19,4,48,0.40553403874622473,31.71514808432473,1,2
8,1,13,15.569955154918668,31.403259062379703,1,1
8,3,9,0.03631976045945784,34.46210608210747,1,1
2,5,47,36.05330848396745,23.25030344759533,1,1
4,5,14,48.739925829999855,37.90936955468513,0,0
15,2,24,33.92734544679709,34.358461012067636,1,2
16,5,25,38.447475784315884,34.8464193588122,0,0
11,5,6,34.69602207659786,31.957864597894016,1,2
21,0,9,32.10486927902904,25.67944115943098,0,0
17,2,12,46.553061968898376,39.704966747528,0,0
9,1,47,8.146235783534618,36.257070345711696,1,1
15,0,27,11.643277303395905,31.242371346314485,0,0
12,5,42,37.19720987122886,33.267300391763435,0,0
14,3,47,2.6118606130110464,31.683790226549338,1,1
6,4,2,9.034489997617623,28.028084611253476,0,0
3,0,20,46.13056401168346,39.45710763121745,1,2
22,1,25,22.53506551233485,25.99676174437446,0,0
18,5,46,2.38092106886994,34.32811932998092,1,2
7,5,18,26.125699790346573,26.322291087033967,1,1
6,6,33,14.941259701896353,38.42422330774605,1,1
11,0,16,4.288419878041433,20.232149078362266,0,0
8,4,42,11.242846736519324,22.020743400150536,1,1
1,4,22,28.021232821105073,25.035323321305512,1,1
16,2,25,4.425819360599692,24.283052009789866,0,0
9,0,18,41.383357519988216,38.49519620498778,0,0
5,3,30,48.090246501815166,34.5707187459582,1,2
1,6,10,32.664328213909,21.838923149300086,0,0
12,1,3,4.735316442015941,24.912492167090143,0,0
10,2,21,17.085304455368256,30.222630238103463,0,0
2,2,36,3.7285720526889166,22.533477060588933,0,0
21,1,4,46.80580485499771,35.05405031160496,1,2
11,3,48,21.706505384882384,24.071684275397196,0,0
19,5,8,35.09472831223638,32.05431874522787,1,2
4,0,22,29.97223066825823,24.269999543815672,1,1
13,2,30,28.29277792620421,22.817573309993097,0,0
20,1,8,23.36198935507103,37.10528577120873,0,0
19,6,20,26.24340803891969,21.044898156700103,1,2
9,6,35,43.74441390592763,39.911967656918925,1,2
17,4,48,35.115285127565784,29.272283461646804,0,0
4,2,36,30.365502215189284,29.45410189090586,1,1
19,0,12,1.6253966843401357,30.854852568632033,1,2
0,3,20,21.155781806491813,39.64954831554816,0,0
4,3,29,12.929891527819121,32.18433848161375,0,0
9,1,47,46.51168560981256,30.44197246792119,0,0
18,0,43,33.878018208253735,24.151091611882094,1,2
15,1,34,29.87313207925157,36.366519900059025,1,2
3,6,48,13.813103177831405,37.22201621646927,1,1
16,1,12,22.424498251798514,28.11207258283213,0,0
10,0,20,27.57148484419768,32.517111122524575,0,0
11,0,14,36.76521187056429,37.28658949749996,0,0
20,3,27,42.329080758591914,38.1565556058255,1,2
17,3,24,30.46966672131356,32.04576615322388,0,0
4,0,42,30.901236136432956,21.272147977912574,0,0
12,6,32,32.57414835789339,28.672737204043965,1,2
0,6,7,7.568225589789767,27.42536052037915,0,0
15,1,48,6.623891838646739,31.035466800025223,0,0
5,1,9,16.376854346761792,31.151958810260197,0,0
1,2,31,24.362131581431733,30.229831532542008,0,0
12,3,12,17.18984315710066,33.57961364757282,1,2
8,3,35,47.45418698417583,31.116541445252484,1,2
16,0,12,7.881449374822175,23.3311321177564,0,0
15,4,36,45.002786797693545,26.22342165106544,0,0
5,6,10,33.3154105346976,33.085765626602495,0,0
19,1,26,11.971956656014926,35.59749576329007,1,2
0,6,25,25.254766780750142,33.98231186895869,1,1
15,0,26,10.247634457897819,30.60802176816494,0,0
1,3,42,38.738049852786666,27.81540394461824,0,0
9,4,1,49.07584710917274,32.672341767670495,1,2
0,2,5,30.327636438511558,24.14995099424226,0,0
7,6,4,49.60152611402448,31.995670293183238,1,2
13,6,4,2.3625158054043416,24.3364959224489,1,1
9,1,48,0.9416419904251572,34.425831309321445,0,0
9,4,4,22.85653323042583,20.049229991179317,1,1
2,4,6,11.56276772364626,34.19012648604197,1,1
8,2,42,0.16102202847795843,37.48274347414884,1,1
17,5,27,48.70690534372635,20.009558333504195,0,0
0,3,31,21.855654992609352,30.4768909936033,0,0
11,0,9,13.233793441432434,26.856312636251406,1,1
5,4,41,35.76201208575435,34.63555108113087,1,2
16,4,2,47.9985464383952,31.984061236557146,1,2
1,3,29,33.58769861732377,36.08304629920852,1,1
10,0,39,23.740967481258835,24.547242939922278,1,2
20,1,38,49.73943638331805,23.059820018644416,0,0
19,5,26,10.711326562448043,29.04584795021428,1,2
13,3,8,12.029373686526402,35.10401402856393,0,0
0,4,23,35.693119371229024,32.55635576282814,1,1
0,6,22,43.684905641574275,27.89501348579639,1,1
13,1,12,17.623993821617486,27.246162330033062,0,0
21,6,16,31.063109877687246,21.999705413621623,0,0
16,2,12,2.4226769241709247,29.766004142056836,1,2
13,2,48,23.943629707195313,28.610869653723036,0,0
8,1,6,38.083161210758455,29.449188660711282,1,2
18,6,21,14.575471538678613,31.888435045191525,0,0
23,6,31,36.412533317986245,27.17712252321337,1,2
19,3,9,26.01871271984788,29.700346119318908,0,0
19,4,33,13.8407043666762,26.534337410207456,0,0
5,3,2,15.60320244103277,21.097815510362715,1,1
4,1,26,39.683328936829014,23.994453612058205,0,0
7,1,29,48.6106059880299,37.73077479570818,1,2
22,5,12,33.335279944390614,21.01200734895614,1,2
20,1,20,5.4399348684708695,31.096782195772434,1,2
23,6,20,46.43987750419674,24.561959502521688,1,2
13,2,15,26.18638721907713,24.787541564085426,0,0
4,4,27,42.56906883644799,28.50779167615579,0,0
9,4,26,41.5995414849416,22.507971726951006,0,0
5,2,6,8.781452270185074,38.439891074804635,0,0
9,6,23,22.446322303025397,33.19432123815903,0,0
16,3,8,18.178236988433532,33.84703332577749,0,0
14,1,28,47.21387111472863,39.2405456004965,1,2
22,2,8,11.695163049628377,30.515834388288702,1,2
11,3,41,22.913149633777525,22.279902928174312,1,2
10,2,45,6.068818703453371,37.02754773452602,1,1
9,0,5,26.02510085511227,37.711109212243585,0,0
2,3,46,47.40765072659748,36.32134054255354,0,0
17,6,7,40.50369134447041,32.61185898348805,0,0
23,2,20,28.730218897947786,31.151408031282955,0,0
20,5,31,47.09305255040252,31.648067068686775,0,0
7,6,22,10.876133164630353,35.84535369723788,1,1
9,0,33,3.2264372457218418,36.43647419750539,0,0
16,5,36,26.809235380259,21.578735002261862,1,2
14,2,29,5.332009909712765,20.552838205285322,0,0
